gender,SeniorCitizen,Partner,Dependents,tenure,tenure_scaled,PhoneService,MultipleLines,Internet_DSL,Internet_Fiber,Internet_No,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract_month,Contract_1year,Contract_2year,PaperlessBilling,PM_electronic_check,PM_mailed_check,PM_bank_transfer,PM_credit_card,MonthlyCharges,MonthlyCharges_scaled,TotalCharges,TotalCharges_scaled,Churn
0,0,1,0,49,0.6805555556,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19,0.007462686567,918.7,0.1057825166,0
0,0,1,0,29,0.4027777778,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,19.55,0.01293532338,521.8,0.06008198231,0
1,0,1,1,40,0.5555555556,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,110.1,0.9139303483,4469.1,0.5145887067,0
0,1,0,0,37,0.5138888889,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,96.55,0.7791044776,3580.3,0.4122489867,1
1,0,0,0,25,0.3472222222,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.75,0.5124378109,1729.35,0.1991237564,0
0,0,0,0,22,0.3055555556,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,50.6,0.3218905473,1073.3,0.1235837325,0
1,0,0,0,72,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,65.6,0.4711442786,4566.5,0.525803703,0
0,0,0,0,7,0.09722222222,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,40.1,0.2174129353,293.3,0.03377164702,1
1,0,1,1,33,0.4583333333,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,82.1,0.6353233831,2603.1,0.2997305637,0
0,0,0,0,23,0.3194444444,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,79.1,0.6054726368,1783.75,0.2053875737,0
1,1,0,0,24,0.3333333333,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,101.25,0.8258706468,2440.15,0.2809678979,1
0,0,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,79.55,0.6099502488,79.55,0.009159681282,1
1,0,0,0,69,0.9583333333,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,90.65,0.72039801,6322.1,0.7279499816,0
0,0,0,1,3,0.04166666667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,20.55,0.02288557214,57.4,0.006609248342,0
1,0,0,0,56,0.7777777778,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,75.75,0.5721393035,4284.65,0.4933504514,0
1,0,0,0,65,0.9027777778,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,110,0.9129353234,7138.65,0.8219705693,0
1,0,1,0,71,0.9861111111,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.85,0.02587064677,1539.75,0.1772925111,0
0,1,0,0,14,0.1944444444,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,80.35,0.6179104478,1058.1,0.1218335483,0
0,0,0,0,2,0.02777777778,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,70.15,0.5164179104,123.8,0.01425478998,0
0,0,0,0,32,0.4444444444,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,84.05,0.6547263682,2781.85,0.3203125,1
1,0,0,0,40,0.5555555556,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,67.45,0.4895522388,2731,0.3144574429,0
1,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.75,0.02487562189,20.75,0.002389231761,0
1,0,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,89.1,0.7049751244,89.1,0.01025930361,1
0,0,0,0,7,0.09722222222,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,69.9,0.5139303483,497.3,0.05726096168,0
0,0,1,0,15,0.2083333333,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,51.1,0.3268656716,711.15,0.08188444178,0
0,0,1,1,17,0.2361111111,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,94.4,0.7577114428,1607.2,0.1850589536,1
1,0,0,0,19,0.2638888889,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,78.25,0.5970149254,1490.95,0.1716734985,1
1,0,0,0,71,0.9861111111,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25.55,0.07263681592,1898.1,0.2185542557,0
0,0,1,1,54,0.75,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,60,0.4154228856,3273.95,0.3769747144,0
1,0,1,0,31,0.4305555556,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,90.55,0.7194029851,2929.75,0.3373422531,0
0,0,0,0,11,0.1527777778,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,76.4,0.5786069652,838.7,0.09657102063,0
0,1,0,0,18,0.25,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,84.95,0.663681592,1443.65,0.1662272015,0
0,1,0,0,72,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,110.1,0.9139303483,7746.7,0.8919836957,0
0,1,0,0,71,0.9861111111,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,99.65,0.8099502488,6951.15,0.8003811256,0
1,1,0,0,5,0.06944444444,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,45.4,0.2701492537,214.75,0.02472710943,0
1,0,1,0,38,0.5277777778,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,69,0.5049751244,2669.45,0.3073703482,0
1,0,0,1,5,0.06944444444,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,48.65,0.3024875622,235.2,0.02708179808,0
1,1,0,0,2,0.02777777778,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,44.15,0.2577114428,92.65,0.01066806374,1
0,1,0,0,52,0.7222222222,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,59.85,0.4139303483,3103.25,0.357319685,0
0,1,0,0,8,0.1111111111,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,75.75,0.5721393035,606.25,0.06980586772,1
0,0,0,0,68,0.9444444444,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,80.65,0.6208955224,5330.2,0.6137389462,0
1,0,1,1,69,0.9583333333,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,20.55,0.02288557214,1403.1,0.1615581245,0
0,0,1,0,42,0.5833333333,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,66.4,0.4791044776,2727.8,0.3140889831,0
0,0,0,0,50,0.6944444444,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,100.2,0.8154228856,5038.45,0.5801457719,0
0,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,19.1,0.008457711443,19.1,0.002199244657,1
1,1,1,0,1,0.01388888889,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,80.3,0.6174129353,80.3,0.009246039057,1
1,0,1,0,33,0.4583333333,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,44.55,0.2616915423,1462.6,0.1684091746,0
0,0,0,0,7,0.09722222222,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.35,0.02089552239,150.6,0.01734064112,0
1,0,1,1,64,0.8888888889,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,91.8,0.731840796,5960.5,0.6863140199,0
0,0,0,0,1,0.01388888889,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,74.9,0.563681592,74.9,0.00862426308,1
1,0,0,0,59,0.8194444444,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20.2,0.01940298507,1192.3,0.1372858327,0
0,0,1,0,6,0.08333333333,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,50.35,0.3194029851,314.55,0.03621845063,0
0,0,0,0,3,0.04166666667,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18.8,0.005472636816,56,0.006448047163,0
0,0,1,0,15,0.2083333333,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20.45,0.02189054726,330.8,0.03808953574,0
1,0,1,1,13,0.1805555556,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,64.75,0.4626865672,877.35,0.1010213246,0
0,0,0,0,23,0.3194444444,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,98.7,0.8004975124,2249.1,0.2589696942,0
1,1,1,0,31,0.4305555556,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,89.45,0.7084577114,2807.65,0.3232832074,0
1,0,0,0,29,0.4027777778,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,58.75,0.4029850746,1696.2,0.1953067428,0
0,0,1,0,49,0.6805555556,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20.7,0.02437810945,1032.05,0.1188340549,0
0,0,1,0,56,0.7777777778,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,85.6,0.6701492537,4902.8,0.5645265291,0
0,0,0,0,63,0.875,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,80.3,0.6174129353,4995.35,0.5751830785,0
1,0,1,0,63,0.875,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,79.8,0.6124378109,5034.05,0.5796391396,0
1,1,1,1,24,0.3333333333,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,79.85,0.6129353234,1857.75,0.2139082074,0
1,1,1,0,36,0.5,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,54.1,0.3567164179,1992.85,0.2294641212,0
0,1,0,0,9,0.125,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,80.85,0.6228855721,751.65,0.08654776161,1
1,0,0,0,3,0.04166666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.75,0.06467661692,66.95,0.007708870671,1
0,0,1,0,21,0.2916666667,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,80.9,0.6233830846,1714.95,0.1974656872,0
1,0,1,1,13,0.1805555556,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24.5,0.06218905473,343.6,0.03956337509,0
1,0,1,1,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,20.15,0.01890547264,20.15,0.002320145542,0
0,0,1,1,25,0.3472222222,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20.05,0.01791044776,520.1,0.05988623803,0
1,0,1,1,71,0.9861111111,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,19.6,0.01343283582,1387.45,0.1597561256,0
1,0,0,0,66,0.9166666667,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,114.3,0.955721393,7383.7,0.8501865328,0
0,0,0,0,45,0.625,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,100.3,0.8164179104,4483.95,0.5162985906,0
0,0,1,0,22,0.3055555556,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,80,0.6144278607,1706.45,0.1964869657,0
0,0,1,0,67,0.9305555556,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,20.85,0.02587064677,1327.4,0.1528417465,0
0,0,1,0,68,0.9444444444,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,89.95,0.7134328358,5974.3,0.6879030029,0
0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,0.01741293532,0,0,0
0,1,0,0,49,0.6805555556,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,90.85,0.7223880597,4515.85,0.5199716746,1
0,1,0,0,4,0.05555555556,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,48.75,0.3034825871,179.85,0.02070859433,0
1,0,1,0,63,0.875,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,80,0.6144278607,5040.2,0.5803472734,0
0,0,1,0,2,0.02777777778,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,79.7,0.6114427861,165,0.01899871039,1
1,0,0,0,21,0.2916666667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,20.35,0.02089552239,422.7,0.04867124171,0
1,0,1,1,55,0.7638888889,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,57.55,0.3910447761,3046.4,0.3507737657,1
1,0,0,1,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,20.25,0.01990049751,20.25,0.002331659912,0
0,0,0,0,17,0.2361111111,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,19.4,0.01144278607,358.05,0.04122720155,0
1,0,0,0,30,0.4166666667,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,100.4,0.8174129353,2936.25,0.3380906872,0
1,0,1,1,22,0.3055555556,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,57.95,0.3950248756,1271.8,0.1464397568,0
0,0,0,0,9,0.125,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,59.5,0.4104477612,530.05,0.06103191783,0
1,0,1,1,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.2,0.009452736318,19.2,0.002210759027,0
0,0,1,0,21,0.2916666667,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,86.5,0.6791044776,1808.7,0.208260409,1
1,0,0,0,19,0.2638888889,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,59.55,0.4109452736,1144.6,0.1317934783,0
0,0,1,1,69,0.9583333333,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,103.95,0.8527363184,7446.9,0.8574636146,1
1,1,0,0,1,0.01388888889,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,25.1,0.06815920398,25.1,0.002890106853,1
0,0,1,0,72,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,103.95,0.8527363184,7556.9,0.8701294215,0
1,0,1,1,70,0.9722222222,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,68.95,0.5044776119,4858.7,0.559448692,0
0,0,0,0,66,0.9166666667,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,103.1,0.844278607,6595,0.7593726971,0
0,0,1,1,7,0.09722222222,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,24.7,0.06417910448,149.05,0.01716216839,0
0,1,1,1,46,0.6388888889,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,110.2,0.9149253731,4972.1,0.5725059875,0
1,0,0,0,39,0.5416666667,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,48.95,0.3054726368,1880.85,0.2165680269,1
0,0,1,1,32,0.4444444444,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,62.45,0.439800995,2045.55,0.2355321942,0
1,0,0,0,24,0.3333333333,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,89.55,0.7094527363,2187.15,0.251836542,0
1,0,1,1,6,0.08333333333,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,83.55,0.6497512438,477.55,0.05498687362,1
0,0,0,0,37,0.5138888889,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,78.9,0.6034825871,2976.95,0.3427770357,0
1,0,0,1,8,0.1111111111,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.35,0.02089552239,178.7,0.02057617907,0
0,0,1,1,72,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,71.45,0.5293532338,5025.85,0.5786949613,0
1,1,1,0,71,0.9861111111,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,46.35,0.27960199,3353.4,0.3861228814,0
0,0,1,0,16,0.2222222222,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,94.65,0.760199005,1461.15,0.1682422163,0
0,0,1,0,57,0.7916666667,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,49.9,0.3149253731,2782.4,0.320375829,0
1,0,0,0,66,0.9166666667,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.45,0.07164179104,1699.15,0.1956464167,0
0,1,0,0,17,0.2361111111,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,89.15,0.7054726368,1496.9,0.1723586035,1
0,0,0,1,21,0.2916666667,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.75,0.02487562189,452.2,0.05206798084,0
1,0,1,0,66,0.9166666667,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,66.1,0.476119403,4428.45,0.5099081153,0
0,0,1,0,17,0.2361111111,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,75.4,0.5686567164,1322.55,0.1522832996,0
1,0,0,1,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,70.45,0.5194029851,70.45,0.008111873618,1
1,0,1,0,58,0.8055555556,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,60.3,0.4184079602,3563.8,0.4103491157,1
0,0,1,1,8,0.1111111111,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21.05,0.02786069652,139.75,0.01609133198,0
1,0,0,0,27,0.375,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,69.35,0.5084577114,1927.3,0.2219164517,0
1,0,1,0,34,0.4722222222,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,88.85,0.7024875622,3000.25,0.3454598839,0
1,0,0,0,30,0.4166666667,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,97,0.7835820896,3021.3,0.3478836588,0
1,0,0,0,33,0.4583333333,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,66.4,0.4791044776,2245.4,0.2585436625,0
1,0,0,1,1,0.01388888889,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.75,0.06467661692,24.75,0.002849806559,1
1,0,1,1,14,0.1944444444,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,69.2,0.5069651741,944.65,0.1087704956,0
0,0,0,1,16,0.2222222222,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,79.5,0.6094527363,1264.2,0.1455646647,0
0,0,0,0,49,0.6805555556,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,100.65,0.8199004975,4917.75,0.5662479274,0
1,0,1,1,19,0.2638888889,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,103.3,0.8462686567,2012.7,0.2317497237,1
0,0,1,1,70,0.9722222222,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,79.7,0.6114427861,5743.3,0.6613048084,0
0,0,1,1,32,0.4444444444,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,61.4,0.4293532338,1864.65,0.214702699,0
0,0,0,0,18,0.25,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,69.8,0.5129353234,1221.65,0.1406653003,0
1,0,0,0,37,0.5138888889,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,40.55,0.2218905473,1390.85,0.1601476142,0
0,0,0,0,4,0.05555555556,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,75.65,0.5711442786,302.35,0.03481369749,0
0,0,1,0,16,0.2222222222,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,90.7,0.7208955224,1374.9,0.1583110722,0
1,0,1,0,17,0.2361111111,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,80.5,0.6194029851,1336.9,0.1539356116,0
0,0,0,1,19,0.2638888889,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,60.6,0.4213930348,1297.8,0.149433493,0
1,0,1,0,60,0.8333333333,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,101.15,0.8248756219,6067.4,0.6986228814,0
1,0,1,1,51,0.7083333333,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,24.95,0.06666666667,1222.25,0.1407343865,0
1,0,1,1,28,0.3888888889,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,20.3,0.02039800995,487.95,0.05618436809,0
1,0,0,0,43,0.5972222222,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,60,0.4154228856,2548.55,0.2934494749,0
1,0,1,0,42,0.5833333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.25,0.01990049751,835.5,0.0962025608,0
1,0,0,0,3,0.04166666667,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,78.5,0.5995024876,242.05,0.02787053242,1
0,0,0,0,1,0.01388888889,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,44.75,0.263681592,44.75,0.005152680545,0
0,0,0,0,3,0.04166666667,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.85,0.01592039801,63.75,0.007340410833,1
0,0,0,0,63,0.875,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,98,0.7935323383,6218.45,0.7160153371,0
1,1,0,0,3,0.04166666667,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,79.9,0.6134328358,260.9,0.03004099116,1
1,0,1,0,68,0.9444444444,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,107.7,0.8900497512,7320.9,0.8429555085,0
0,1,0,0,30,0.4166666667,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,99.7,0.8104477612,2967.35,0.3416716562,1
0,0,0,0,60,0.8333333333,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,104.7,0.860199005,6333.8,0.7292971629,0
1,0,0,0,15,0.2083333333,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,58.6,0.4014925373,939.7,0.1082005343,1
1,1,0,0,45,0.625,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,93.9,0.7527363184,4200.25,0.4836323231,0
0,0,1,0,70,0.9722222222,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,86.45,0.6786069652,5950.2,0.6851280398,0
1,0,1,0,10,0.1388888889,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,98.5,0.7985074627,1037.75,0.119490374,1
1,0,0,0,4,0.05555555556,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.4,0.01144278607,93.4,0.01075442152,0
0,0,0,0,1,0.01388888889,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,50.45,0.32039801,50.45,0.005808999632,1
0,0,1,0,68,0.9444444444,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,24.95,0.06666666667,1614.9,0.1859455601,0
1,0,1,1,22,0.3055555556,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,75,0.5646766169,1573.95,0.1812304256,0
1,0,1,1,38,0.5277777778,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,94.65,0.760199005,3624.3,0.4173153095,1
0,0,0,0,1,0.01388888889,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,100.25,0.815920398,100.25,0.01154315586,1
1,0,1,0,18,0.25,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,78.2,0.5965174129,1468.75,0.1691173084,0
1,0,0,0,29,0.4027777778,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,94.2,0.755721393,2607.6,0.3002487104,0
0,0,0,0,16,0.2222222222,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,88.45,0.6985074627,1422.1,0.1637458548,1
1,0,0,0,1,0.01388888889,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,69.85,0.5134328358,69.85,0.008042787399,1
1,0,0,0,12,0.1666666667,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,81.7,0.6313432836,858.6,0.09886238025,1
1,0,0,0,31,0.4305555556,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,50.05,0.3164179104,1523.4,0.1754099116,0
1,0,0,0,4,0.05555555556,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,79.9,0.6134328358,324.3,0.03734110169,1
0,0,1,0,48,0.6666666667,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,69.55,0.5104477612,3435.6,0.3955876934,0
0,0,0,0,15,0.2083333333,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,25.4,0.07114427861,399.6,0.04601142225,1
1,0,0,0,50,0.6944444444,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,90.1,0.7149253731,4549.45,0.5238405029,0
1,0,0,0,7,0.09722222222,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,44.65,0.2626865672,322.5,0.03713384304,0
1,1,1,0,41,0.5694444444,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,83.75,0.6517412935,3273.55,0.376928657,1
1,0,1,1,68,0.9444444444,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,80.35,0.6179104478,5375.15,0.6189146555,0
0,1,1,0,26,0.3611111111,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,98.1,0.7945273632,2510.7,0.2890912859,0
1,0,0,0,57,0.7916666667,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,53.35,0.3492537313,3090.05,0.3557997881,0
0,0,0,0,3,0.04166666667,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,19.55,0.01293532338,61.05,0.007029522845,0
0,0,0,0,1,0.01388888889,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.9,0.0263681592,20.9,0.002406503316,1
1,0,1,1,19,0.2638888889,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,48.95,0.3054726368,955.6,0.1100313191,0
